22-08-2020 11:57:44: Validation loss reduced from inf to  0.1880359873175621, saving model...
22-08-2020 11:57:44: Epoch : 01	Loss : 0.2441	MAE : 11.9208	Val Loss : 0.1880	Val MAE : 8.9608	Time : 13.79 s
22-08-2020 11:57:57: Validation loss reduced from 0.1880359873175621 to  0.18504615873098373, saving model...
22-08-2020 11:57:57: Epoch : 02	Loss : 0.1972	MAE : 9.3105	Val Loss : 0.1850	Val MAE : 8.8665	Time : 13.71 s
22-08-2020 11:58:11: Validation loss reduced from 0.18504615873098373 to  0.18131756782531738, saving model...
22-08-2020 11:58:11: Epoch : 03	Loss : 0.1924	MAE : 9.1079	Val Loss : 0.1813	Val MAE : 8.7961	Time : 13.14 s
22-08-2020 11:58:24: Epoch : 04	Loss : 0.1862	MAE : 8.7857	Val Loss : 0.1828	Val MAE : 8.8441	Time : 13.27 s
22-08-2020 11:58:37: Epoch : 05	Loss : 0.1803	MAE : 8.5176	Val Loss : 0.1820	Val MAE : 8.8133	Time : 13.40 s
22-08-2020 11:58:50: Epoch : 06	Loss : 0.1766	MAE : 8.3368	Val Loss : 0.1842	Val MAE : 8.8683	Time : 13.28 s
22-08-2020 11:59:04: Epoch : 07	Loss : 0.1732	MAE : 8.1787	Val Loss : 0.1816	Val MAE : 8.7844	Time : 13.38 s
22-08-2020 11:59:17: Validation loss reduced from 0.18131756782531738 to  0.17948434501886368, saving model...
22-08-2020 11:59:17: Epoch : 08	Loss : 0.1698	MAE : 8.0241	Val Loss : 0.1795	Val MAE : 8.7779	Time : 13.36 s
22-08-2020 11:59:31: Epoch : 09	Loss : 0.1686	MAE : 7.9446	Val Loss : 0.1841	Val MAE : 8.8506	Time : 13.35 s
22-08-2020 11:59:44: Epoch : 10	Loss : 0.1670	MAE : 7.8868	Val Loss : 0.1808	Val MAE : 8.7668	Time : 13.83 s
22-08-2020 11:59:58: Epoch : 11	Loss : 0.1657	MAE : 7.8056	Val Loss : 0.1805	Val MAE : 8.7592	Time : 13.73 s
22-08-2020 12:00:12: Epoch : 12	Loss : 0.1653	MAE : 7.7933	Val Loss : 0.1803	Val MAE : 8.7572	Time : 13.65 s
22-08-2020 12:00:25: Epoch : 13	Loss : 0.1645	MAE : 7.7504	Val Loss : 0.1812	Val MAE : 8.7702	Time : 13.70 s
22-08-2020 12:00:39: Epoch : 14	Loss : 0.1644	MAE : 7.7348	Val Loss : 0.1808	Val MAE : 8.7591	Time : 13.72 s
22-08-2020 12:00:53: Epoch : 15	Loss : 0.1640	MAE : 7.7140	Val Loss : 0.1797	Val MAE : 8.7669	Time : 13.73 s
22-08-2020 12:01:07: Epoch : 16	Loss : 0.1639	MAE : 7.7082	Val Loss : 0.1796	Val MAE : 8.7692	Time : 13.65 s
22-08-2020 12:01:20: Epoch : 17	Loss : 0.1638	MAE : 7.7029	Val Loss : 0.1798	Val MAE : 8.7628	Time : 13.64 s
22-08-2020 12:01:34: Epoch : 18	Loss : 0.1637	MAE : 7.6956	Val Loss : 0.1805	Val MAE : 8.7572	Time : 14.25 s
22-08-2020 12:01:48: Epoch : 19	Loss : 0.1636	MAE : 7.6887	Val Loss : 0.1797	Val MAE : 8.7516	Time : 14.04 s
22-08-2020 12:02:03: Epoch : 20	Loss : 0.1637	MAE : 7.6890	Val Loss : 0.1802	Val MAE : 8.7534	Time : 14.07 s
22-08-2020 12:02:18: Epoch : 21	Loss : 0.1637	MAE : 7.6908	Val Loss : 0.1801	Val MAE : 8.7463	Time : 15.20 s
22-08-2020 12:02:33: Epoch : 22	Loss : 0.1636	MAE : 7.6822	Val Loss : 0.1799	Val MAE : 8.7546	Time : 15.43 s
22-08-2020 12:02:48: Validation loss reduced from 0.17948434501886368 to  0.17945311963558197, saving model...
22-08-2020 12:02:48: Epoch : 23	Loss : 0.1636	MAE : 7.6817	Val Loss : 0.1795	Val MAE : 8.7546	Time : 15.25 s
22-08-2020 12:03:03: Epoch : 24	Loss : 0.1635	MAE : 7.6773	Val Loss : 0.1795	Val MAE : 8.7495	Time : 14.99 s
22-08-2020 12:03:18: Epoch : 25	Loss : 0.1635	MAE : 7.6825	Val Loss : 0.1798	Val MAE : 8.7440	Time : 14.77 s
22-08-2020 12:03:33: Epoch : 26	Loss : 0.1636	MAE : 7.6694	Val Loss : 0.1806	Val MAE : 8.7620	Time : 14.86 s
22-08-2020 12:03:48: Validation loss reduced from 0.17945311963558197 to  0.17928838729858398, saving model...
22-08-2020 12:03:48: Epoch : 27	Loss : 0.1636	MAE : 7.6757	Val Loss : 0.1793	Val MAE : 8.7297	Time : 14.97 s
22-08-2020 12:04:03: Epoch : 28	Loss : 0.1635	MAE : 7.6687	Val Loss : 0.1807	Val MAE : 8.7588	Time : 14.77 s
22-08-2020 12:04:18: Validation loss reduced from 0.17928838729858398 to  0.17898856103420258, saving model...
22-08-2020 12:04:18: Epoch : 29	Loss : 0.1631	MAE : 7.6544	Val Loss : 0.1790	Val MAE : 8.6964	Time : 14.72 s
22-08-2020 12:04:33: Epoch : 30	Loss : 0.1631	MAE : 7.6553	Val Loss : 0.1800	Val MAE : 8.7943	Time : 15.21 s
22-08-2020 12:04:48: Validation loss reduced from 0.17898856103420258 to  0.1768483892083168, saving model...
22-08-2020 12:04:48: Epoch : 31	Loss : 0.1633	MAE : 7.6803	Val Loss : 0.1768	Val MAE : 8.4714	Time : 14.92 s
22-08-2020 12:05:03: Validation loss reduced from 0.1768483892083168 to  0.17486224323511124, saving model...
22-08-2020 12:05:03: Epoch : 32	Loss : 0.1622	MAE : 7.6286	Val Loss : 0.1749	Val MAE : 8.2347	Time : 14.92 s
22-08-2020 12:05:18: Epoch : 33	Loss : 0.1613	MAE : 7.5792	Val Loss : 0.1771	Val MAE : 8.5174	Time : 15.03 s
22-08-2020 12:05:32: Epoch : 34	Loss : 0.1627	MAE : 7.6540	Val Loss : 0.1809	Val MAE : 8.7594	Time : 14.90 s
22-08-2020 12:05:46: Epoch : 35	Loss : 0.1623	MAE : 7.6264	Val Loss : 0.1775	Val MAE : 8.5210	Time : 13.15 s
22-08-2020 12:06:00: Epoch : 36	Loss : 0.1618	MAE : 7.5989	Val Loss : 0.1779	Val MAE : 8.6277	Time : 13.92 s
22-08-2020 12:06:13: Epoch : 37	Loss : 0.1619	MAE : 7.6051	Val Loss : 0.1765	Val MAE : 8.4756	Time : 13.86 s
22-08-2020 12:06:27: Epoch : 38	Loss : 0.1619	MAE : 7.6151	Val Loss : 0.1775	Val MAE : 8.3491	Time : 13.86 s
22-08-2020 12:06:41: Epoch : 39	Loss : 0.1613	MAE : 7.5610	Val Loss : 0.1758	Val MAE : 8.2821	Time : 13.90 s
22-08-2020 12:06:55: Validation loss reduced from 0.17486224323511124 to  0.17275737971067429, saving model...
22-08-2020 12:06:55: Epoch : 40	Loss : 0.1599	MAE : 7.4782	Val Loss : 0.1728	Val MAE : 8.0955	Time : 13.80 s
22-08-2020 12:07:09: Epoch : 41	Loss : 0.1602	MAE : 7.5191	Val Loss : 0.1754	Val MAE : 8.3228	Time : 13.83 s
22-08-2020 12:07:23: Epoch : 42	Loss : 0.1606	MAE : 7.5242	Val Loss : 0.1758	Val MAE : 8.3515	Time : 13.90 s
22-08-2020 12:07:37: Epoch : 43	Loss : 0.1611	MAE : 7.5534	Val Loss : 0.1767	Val MAE : 8.4484	Time : 14.08 s
22-08-2020 12:07:51: Epoch : 44	Loss : 0.1610	MAE : 7.5451	Val Loss : 0.1753	Val MAE : 8.2135	Time : 13.94 s
22-08-2020 12:08:05: Validation loss reduced from 0.17275737971067429 to  0.17259464412927628, saving model...
22-08-2020 12:08:05: Epoch : 45	Loss : 0.1609	MAE : 7.5394	Val Loss : 0.1726	Val MAE : 8.1152	Time : 13.91 s
22-08-2020 12:08:19: Validation loss reduced from 0.17259464412927628 to  0.17104509472846985, saving model...
22-08-2020 12:08:19: Epoch : 46	Loss : 0.1604	MAE : 7.5110	Val Loss : 0.1710	Val MAE : 7.9989	Time : 14.49 s
22-08-2020 12:08:33: Epoch : 47	Loss : 0.1608	MAE : 7.5406	Val Loss : 0.1727	Val MAE : 8.1037	Time : 14.20 s
22-08-2020 12:08:47: Epoch : 48	Loss : 0.1598	MAE : 7.4749	Val Loss : 0.1724	Val MAE : 8.0677	Time : 14.06 s
22-08-2020 12:09:01: Epoch : 49	Loss : 0.1607	MAE : 7.5430	Val Loss : 0.1814	Val MAE : 8.7783	Time : 13.81 s
22-08-2020 12:09:15: Epoch : 50	Loss : 0.1637	MAE : 7.6947	Val Loss : 0.1805	Val MAE : 8.7597	Time : 13.77 s
