22-08-2020 20:52:38: Validation loss reduced from inf to  0.19255439937114716, saving model...
22-08-2020 20:52:38: Epoch : 01	Loss : 0.2723	MAE : 13.3363	Val Loss : 0.1926	Val MAE : 9.0778	Time : 23.49 s
22-08-2020 20:58:14: Validation loss reduced from 0.1805591732263565 to  0.17997907847166061, saving model...
22-08-2020 20:58:14: Epoch : 15	Loss : 0.1636	MAE : 7.6864	Val Loss : 0.1800	Val MAE : 8.7697	Time : 24.38 s
22-08-2020 20:58:38: Epoch : 16	Loss : 0.1637	MAE : 7.6904	Val Loss : 0.1804	Val MAE : 8.7578	Time : 23.58 s
22-08-2020 20:59:01: Epoch : 17	Loss : 0.1637	MAE : 7.6796	Val Loss : 0.1801	Val MAE : 8.7630	Time : 23.20 s
22-08-2020 20:59:24: Validation loss reduced from 0.17997907847166061 to  0.17970465123653412, saving model...
22-08-2020 20:59:24: Epoch : 18	Loss : 0.1637	MAE : 7.6822	Val Loss : 0.1797	Val MAE : 8.7693	Time : 23.17 s
22-08-2020 20:59:48: Epoch : 19	Loss : 0.1637	MAE : 7.6822	Val Loss : 0.1803	Val MAE : 8.7586	Time : 23.74 s
22-08-2020 21:00:12: Epoch : 20	Loss : 0.1635	MAE : 7.6733	Val Loss : 0.1807	Val MAE : 8.7605	Time : 23.74 s
22-08-2020 21:00:35: Validation loss reduced from 0.17970465123653412 to  0.1792660802602768, saving model...
22-08-2020 21:00:35: Epoch : 21	Loss : 0.1636	MAE : 7.6729	Val Loss : 0.1793	Val MAE : 8.7821	Time : 23.54 s
22-08-2020 21:00:59: Epoch : 22	Loss : 0.1635	MAE : 7.6687	Val Loss : 0.1805	Val MAE : 8.7560	Time : 23.86 s
22-08-2020 21:01:22: Epoch : 23	Loss : 0.1634	MAE : 7.6638	Val Loss : 0.1811	Val MAE : 8.7817	Time : 23.31 s
22-08-2020 21:01:46: Epoch : 24	Loss : 0.1633	MAE : 7.6691	Val Loss : 0.1798	Val MAE : 8.7608	Time : 23.53 s
22-08-2020 21:02:10: Epoch : 25	Loss : 0.1632	MAE : 7.6637	Val Loss : 0.1805	Val MAE : 8.7850	Time : 23.87 s
22-08-2020 21:02:34: Epoch : 26	Loss : 0.1634	MAE : 7.6729	Val Loss : 0.1803	Val MAE : 8.7699	Time : 23.84 s
22-08-2020 21:02:57: Epoch : 27	Loss : 0.1633	MAE : 7.6712	Val Loss : 0.1795	Val MAE : 8.7340	Time : 23.86 s
22-08-2020 21:03:21: Epoch : 28	Loss : 0.1632	MAE : 7.6642	Val Loss : 0.1797	Val MAE : 8.7701	Time : 23.55 s
22-08-2020 21:03:44: Epoch : 29	Loss : 0.1636	MAE : 7.6792	Val Loss : 0.1798	Val MAE : 8.7661	Time : 23.45 s
22-08-2020 21:04:08: Epoch : 30	Loss : 0.1637	MAE : 7.6779	Val Loss : 0.1797	Val MAE : 8.7670	Time : 23.55 s
22-08-2020 21:04:32: Epoch : 31	Loss : 0.1636	MAE : 7.6760	Val Loss : 0.1795	Val MAE : 8.7714	Time : 23.56 s
22-08-2020 21:04:55: Epoch : 32	Loss : 0.1637	MAE : 7.6832	Val Loss : 0.1797	Val MAE : 8.7677	Time : 23.66 s
22-08-2020 21:05:19: Epoch : 33	Loss : 0.1637	MAE : 7.6817	Val Loss : 0.1796	Val MAE : 8.7700	Time : 23.83 s
22-08-2020 21:05:42: Epoch : 34	Loss : 0.1637	MAE : 7.6845	Val Loss : 0.1796	Val MAE : 8.7704	Time : 23.46 s
22-08-2020 21:06:06: Epoch : 35	Loss : 0.1637	MAE : 7.6836	Val Loss : 0.1795	Val MAE : 8.7705	Time : 23.86 s
22-08-2020 21:06:30: Epoch : 36	Loss : 0.1637	MAE : 7.6828	Val Loss : 0.1797	Val MAE : 8.7680	Time : 23.47 s
22-08-2020 21:06:53: Epoch : 37	Loss : 0.1637	MAE : 7.6853	Val Loss : 0.1795	Val MAE : 8.7720	Time : 23.52 s
22-08-2020 21:07:17: Epoch : 38	Loss : 0.1637	MAE : 7.6851	Val Loss : 0.1800	Val MAE : 8.7604	Time : 23.88 s
22-08-2020 21:07:41: Epoch : 39	Loss : 0.1637	MAE : 7.6828	Val Loss : 0.1801	Val MAE : 8.7587	Time : 24.01 s
22-08-2020 21:08:05: Epoch : 40	Loss : 0.1637	MAE : 7.6838	Val Loss : 0.1796	Val MAE : 8.7705	Time : 23.86 s
22-08-2020 21:08:29: Epoch : 41	Loss : 0.1637	MAE : 7.6826	Val Loss : 0.1795	Val MAE : 8.7706	Time : 23.49 s
22-08-2020 21:08:53: Epoch : 42	Loss : 0.1637	MAE : 7.6848	Val Loss : 0.1799	Val MAE : 8.7641	Time : 23.93 s
22-08-2020 21:09:17: Epoch : 43	Loss : 0.1637	MAE : 7.6836	Val Loss : 0.1797	Val MAE : 8.7673	Time : 24.19 s
22-08-2020 21:09:40: Epoch : 44	Loss : 0.1637	MAE : 7.6838	Val Loss : 0.1797	Val MAE : 8.7680	Time : 23.61 s
22-08-2020 21:10:04: Validation loss reduced from 0.1792660802602768 to  0.17911528795957565, saving model...
22-08-2020 21:10:04: Epoch : 45	Loss : 0.1637	MAE : 7.6812	Val Loss : 0.1791	Val MAE : 8.7809	Time : 23.88 s
22-08-2020 21:10:28: Epoch : 46	Loss : 0.1637	MAE : 7.6834	Val Loss : 0.1793	Val MAE : 8.7765	Time : 23.79 s
22-08-2020 21:10:52: Epoch : 47	Loss : 0.1637	MAE : 7.6854	Val Loss : 0.1797	Val MAE : 8.7680	Time : 23.82 s
22-08-2020 21:11:15: Epoch : 48	Loss : 0.1637	MAE : 7.6812	Val Loss : 0.1793	Val MAE : 8.7771	Time : 23.58 s
22-08-2020 21:11:39: Epoch : 49	Loss : 0.1637	MAE : 7.6846	Val Loss : 0.1797	Val MAE : 8.7669	Time : 23.95 s
22-08-2020 21:12:03: Epoch : 50	Loss : 0.1637	MAE : 7.6850	Val Loss : 0.1796	Val MAE : 8.7698	Time : 23.97 s
22-08-2020 21:12:27: Epoch : 51	Loss : 0.1637	MAE : 7.6861	Val Loss : 0.1796	Val MAE : 8.7692	Time : 23.20 s
22-08-2020 21:12:50: Epoch : 52	Loss : 0.1637	MAE : 7.6852	Val Loss : 0.1803	Val MAE : 8.7560	Time : 23.85 s
22-08-2020 21:13:14: Epoch : 53	Loss : 0.1637	MAE : 7.6835	Val Loss : 0.1801	Val MAE : 8.7588	Time : 23.87 s
22-08-2020 21:13:38: Epoch : 54	Loss : 0.1637	MAE : 7.6829	Val Loss : 0.1795	Val MAE : 8.7716	Time : 23.85 s
22-08-2020 21:14:03: Epoch : 55	Loss : 0.1637	MAE : 7.6864	Val Loss : 0.1801	Val MAE : 8.7601	Time : 24.50 s
22-08-2020 21:14:26: Epoch : 56	Loss : 0.1637	MAE : 7.6821	Val Loss : 0.1798	Val MAE : 8.7662	Time : 23.82 s
22-08-2020 21:14:50: Epoch : 57	Loss : 0.1637	MAE : 7.6848	Val Loss : 0.1799	Val MAE : 8.7639	Time : 23.86 s
22-08-2020 21:15:16: Epoch : 58	Loss : 0.1637	MAE : 7.6859	Val Loss : 0.1796	Val MAE : 8.7699	Time : 25.42 s
22-08-2020 21:15:41: Epoch : 59	Loss : 0.1637	MAE : 7.6853	Val Loss : 0.1802	Val MAE : 8.7577	Time : 25.55 s
22-08-2020 21:16:07: Epoch : 60	Loss : 0.1637	MAE : 7.6810	Val Loss : 0.1798	Val MAE : 8.7647	Time : 25.58 s
22-08-2020 21:16:32: Epoch : 61	Loss : 0.1637	MAE : 7.6856	Val Loss : 0.1799	Val MAE : 8.7642	Time : 25.22 s
22-08-2020 21:16:57: Epoch : 62	Loss : 0.1637	MAE : 7.6803	Val Loss : 0.1794	Val MAE : 8.7729	Time : 25.03 s
22-08-2020 21:17:22: Epoch : 63	Loss : 0.1637	MAE : 7.6864	Val Loss : 0.1804	Val MAE : 8.7581	Time : 25.15 s
22-08-2020 21:17:47: Epoch : 64	Loss : 0.1637	MAE : 7.6847	Val Loss : 0.1799	Val MAE : 8.7630	Time : 25.24 s
22-08-2020 21:18:13: Epoch : 65	Loss : 0.1637	MAE : 7.6840	Val Loss : 0.1801	Val MAE : 8.7588	Time : 25.22 s
22-08-2020 21:18:38: Epoch : 66	Loss : 0.1637	MAE : 7.6817	Val Loss : 0.1797	Val MAE : 8.7679	Time : 25.20 s
22-08-2020 21:19:03: Epoch : 67	Loss : 0.1637	MAE : 7.6852	Val Loss : 0.1797	Val MAE : 8.7680	Time : 25.19 s
22-08-2020 21:19:28: Epoch : 68	Loss : 0.1636	MAE : 7.6851	Val Loss : 0.1798	Val MAE : 8.7653	Time : 25.26 s
22-08-2020 21:19:53: Epoch : 69	Loss : 0.1637	MAE : 7.6845	Val Loss : 0.1795	Val MAE : 8.7714	Time : 25.10 s
22-08-2020 21:20:18: Epoch : 70	Loss : 0.1637	MAE : 7.6829	Val Loss : 0.1794	Val MAE : 8.7750	Time : 24.78 s
22-08-2020 21:20:43: Epoch : 71	Loss : 0.1637	MAE : 7.6833	Val Loss : 0.1792	Val MAE : 8.7787	Time : 24.69 s
22-08-2020 21:21:08: Epoch : 72	Loss : 0.1637	MAE : 7.6867	Val Loss : 0.1796	Val MAE : 8.7691	Time : 25.19 s
22-08-2020 21:21:33: Epoch : 73	Loss : 0.1637	MAE : 7.6853	Val Loss : 0.1800	Val MAE : 8.7621	Time : 24.83 s
22-08-2020 21:21:58: Epoch : 74	Loss : 0.1637	MAE : 7.6839	Val Loss : 0.1804	Val MAE : 8.7562	Time : 24.88 s
22-08-2020 21:22:23: Epoch : 75	Loss : 0.1637	MAE : 7.6852	Val Loss : 0.1801	Val MAE : 8.7597	Time : 25.10 s
22-08-2020 21:22:48: Epoch : 76	Loss : 0.1637	MAE : 7.6826	Val Loss : 0.1803	Val MAE : 8.7562	Time : 25.21 s
22-08-2020 21:23:13: Epoch : 77	Loss : 0.1637	MAE : 7.6855	Val Loss : 0.1798	Val MAE : 8.7655	Time : 24.85 s
22-08-2020 21:23:38: Epoch : 78	Loss : 0.1636	MAE : 7.6841	Val Loss : 0.1796	Val MAE : 8.7700	Time : 24.92 s
22-08-2020 21:24:03: Epoch : 79	Loss : 0.1637	MAE : 7.6844	Val Loss : 0.1797	Val MAE : 8.7676	Time : 24.95 s
22-08-2020 21:24:28: Epoch : 80	Loss : 0.1638	MAE : 7.6837	Val Loss : 0.1799	Val MAE : 8.7634	Time : 24.86 s
22-08-2020 21:24:53: Epoch : 81	Loss : 0.1637	MAE : 7.6841	Val Loss : 0.1797	Val MAE : 8.7683	Time : 25.19 s
22-08-2020 21:25:18: Epoch : 82	Loss : 0.1637	MAE : 7.6840	Val Loss : 0.1793	Val MAE : 8.7768	Time : 25.01 s
22-08-2020 21:25:43: Epoch : 83	Loss : 0.1637	MAE : 7.6845	Val Loss : 0.1800	Val MAE : 8.7611	Time : 25.13 s
22-08-2020 21:26:08: Epoch : 84	Loss : 0.1637	MAE : 7.6863	Val Loss : 0.1797	Val MAE : 8.7672	Time : 25.36 s
22-08-2020 21:26:34: Epoch : 85	Loss : 0.1637	MAE : 7.6842	Val Loss : 0.1801	Val MAE : 8.7589	Time : 25.12 s
22-08-2020 21:26:59: Epoch : 86	Loss : 0.1637	MAE : 7.6818	Val Loss : 0.1797	Val MAE : 8.7670	Time : 25.09 s
22-08-2020 21:27:24: Epoch : 87	Loss : 0.1637	MAE : 7.6842	Val Loss : 0.1798	Val MAE : 8.7643	Time : 25.07 s
22-08-2020 21:27:49: Epoch : 88	Loss : 0.1637	MAE : 7.6818	Val Loss : 0.1794	Val MAE : 8.7742	Time : 25.10 s
22-08-2020 21:28:14: Epoch : 89	Loss : 0.1638	MAE : 7.6850	Val Loss : 0.1799	Val MAE : 8.7637	Time : 24.97 s
22-08-2020 21:28:39: Epoch : 90	Loss : 0.1637	MAE : 7.6822	Val Loss : 0.1795	Val MAE : 8.7725	Time : 24.97 s
22-08-2020 21:29:04: Epoch : 91	Loss : 0.1637	MAE : 7.6823	Val Loss : 0.1792	Val MAE : 8.7780	Time : 25.03 s
22-08-2020 21:29:29: Epoch : 92	Loss : 0.1638	MAE : 7.6858	Val Loss : 0.1796	Val MAE : 8.7699	Time : 25.07 s
22-08-2020 21:29:54: Epoch : 93	Loss : 0.1637	MAE : 7.6857	Val Loss : 0.1798	Val MAE : 8.7643	Time : 25.22 s
22-08-2020 21:30:19: Epoch : 94	Loss : 0.1637	MAE : 7.6814	Val Loss : 0.1793	Val MAE : 8.7757	Time : 25.10 s
22-08-2020 21:30:44: Epoch : 95	Loss : 0.1637	MAE : 7.6862	Val Loss : 0.1800	Val MAE : 8.7604	Time : 25.08 s
22-08-2020 21:31:10: Epoch : 96	Loss : 0.1637	MAE : 7.6840	Val Loss : 0.1800	Val MAE : 8.7614	Time : 25.29 s
22-08-2020 21:31:35: Epoch : 97	Loss : 0.1637	MAE : 7.6848	Val Loss : 0.1800	Val MAE : 8.7611	Time : 25.11 s
22-08-2020 21:32:00: Epoch : 98	Loss : 0.1636	MAE : 7.6836	Val Loss : 0.1799	Val MAE : 8.7627	Time : 25.08 s
22-08-2020 21:32:25: Epoch : 99	Loss : 0.1636	MAE : 7.6847	Val Loss : 0.1798	Val MAE : 8.7645	Time : 24.92 s
22-08-2020 21:32:50: Epoch : 100	Loss : 0.1636	MAE : 7.6830	Val Loss : 0.1805	Val MAE : 8.7588	Time : 25.08 s
22-08-2020 21:33:15: Epoch : 101	Loss : 0.1637	MAE : 7.6846	Val Loss : 0.1792	Val MAE : 8.7788	Time : 25.05 s
22-08-2020 21:33:40: Epoch : 102	Loss : 0.1638	MAE : 7.6845	Val Loss : 0.1797	Val MAE : 8.7671	Time : 25.20 s
22-08-2020 21:34:05: Epoch : 103	Loss : 0.1638	MAE : 7.6837	Val Loss : 0.1795	Val MAE : 8.7719	Time : 25.37 s
22-08-2020 21:34:31: Epoch : 104	Loss : 0.1637	MAE : 7.6823	Val Loss : 0.1797	Val MAE : 8.7672	Time : 25.20 s
22-08-2020 21:34:56: Epoch : 105	Loss : 0.1638	MAE : 7.6843	Val Loss : 0.1801	Val MAE : 8.7592	Time : 25.24 s
22-08-2020 21:35:21: Epoch : 106	Loss : 0.1637	MAE : 7.6833	Val Loss : 0.1798	Val MAE : 8.7650	Time : 25.28 s
22-08-2020 21:35:46: Epoch : 107	Loss : 0.1637	MAE : 7.6841	Val Loss : 0.1796	Val MAE : 8.7689	Time : 25.17 s
22-08-2020 21:36:11: Epoch : 108	Loss : 0.1637	MAE : 7.6841	Val Loss : 0.1794	Val MAE : 8.7735	Time : 25.13 s
22-08-2020 21:36:37: Epoch : 109	Loss : 0.1637	MAE : 7.6850	Val Loss : 0.1803	Val MAE : 8.7557	Time : 25.20 s
22-08-2020 21:37:02: Epoch : 110	Loss : 0.1636	MAE : 7.6816	Val Loss : 0.1795	Val MAE : 8.7716	Time : 25.16 s
22-08-2020 21:37:27: Epoch : 111	Loss : 0.1637	MAE : 7.6869	Val Loss : 0.1796	Val MAE : 8.7690	Time : 25.17 s
22-08-2020 21:37:52: Epoch : 112	Loss : 0.1637	MAE : 7.6847	Val Loss : 0.1804	Val MAE : 8.7573	Time : 25.07 s
22-08-2020 21:38:17: Epoch : 113	Loss : 0.1637	MAE : 7.6815	Val Loss : 0.1798	Val MAE : 8.7661	Time : 25.27 s
22-08-2020 21:38:41: Epoch : 114	Loss : 0.1637	MAE : 7.6812	Val Loss : 0.1791	Val MAE : 8.7804	Time : 24.03 s
22-08-2020 21:39:05: Epoch : 115	Loss : 0.1637	MAE : 7.6851	Val Loss : 0.1797	Val MAE : 8.7681	Time : 23.94 s
22-08-2020 21:39:29: Epoch : 116	Loss : 0.1637	MAE : 7.6832	Val Loss : 0.1799	Val MAE : 8.7639	Time : 23.83 s
22-08-2020 21:39:52: Epoch : 117	Loss : 0.1637	MAE : 7.6810	Val Loss : 0.1799	Val MAE : 8.7642	Time : 23.03 s
22-08-2020 21:40:16: Epoch : 118	Loss : 0.1637	MAE : 7.6839	Val Loss : 0.1794	Val MAE : 8.7742	Time : 23.79 s
22-08-2020 21:40:40: Epoch : 119	Loss : 0.1637	MAE : 7.6834	Val Loss : 0.1800	Val MAE : 8.7619	Time : 23.93 s
22-08-2020 21:41:03: Epoch : 120	Loss : 0.1637	MAE : 7.6852	Val Loss : 0.1797	Val MAE : 8.7684	Time : 23.68 s
22-08-2020 21:41:27: Epoch : 121	Loss : 0.1636	MAE : 7.6821	Val Loss : 0.1794	Val MAE : 8.7745	Time : 23.98 s
22-08-2020 21:41:52: Epoch : 122	Loss : 0.1637	MAE : 7.6850	Val Loss : 0.1796	Val MAE : 8.7690	Time : 24.16 s
22-08-2020 21:42:15: Epoch : 123	Loss : 0.1637	MAE : 7.6865	Val Loss : 0.1801	Val MAE : 8.7602	Time : 23.38 s
22-08-2020 21:42:39: Epoch : 124	Loss : 0.1636	MAE : 7.6833	Val Loss : 0.1800	Val MAE : 8.7621	Time : 23.85 s
22-08-2020 21:43:03: Epoch : 125	Loss : 0.1637	MAE : 7.6820	Val Loss : 0.1795	Val MAE : 8.7714	Time : 24.01 s
22-08-2020 21:43:27: Epoch : 126	Loss : 0.1637	MAE : 7.6825	Val Loss : 0.1796	Val MAE : 8.7684	Time : 24.07 s
22-08-2020 21:43:51: Epoch : 127	Loss : 0.1636	MAE : 7.6822	Val Loss : 0.1794	Val MAE : 8.7738	Time : 23.79 s
22-08-2020 21:44:14: Epoch : 128	Loss : 0.1637	MAE : 7.6854	Val Loss : 0.1800	Val MAE : 8.7618	Time : 23.41 s
22-08-2020 21:44:38: Epoch : 129	Loss : 0.1637	MAE : 7.6833	Val Loss : 0.1799	Val MAE : 8.7637	Time : 23.85 s
22-08-2020 21:45:01: Epoch : 130	Loss : 0.1637	MAE : 7.6818	Val Loss : 0.1797	Val MAE : 8.7683	Time : 23.52 s
22-08-2020 21:45:25: Epoch : 131	Loss : 0.1636	MAE : 7.6845	Val Loss : 0.1794	Val MAE : 8.7728	Time : 23.84 s
22-08-2020 21:45:49: Epoch : 132	Loss : 0.1638	MAE : 7.6840	Val Loss : 0.1795	Val MAE : 8.7721	Time : 23.40 s
22-08-2020 21:46:12: Epoch : 133	Loss : 0.1637	MAE : 7.6833	Val Loss : 0.1798	Val MAE : 8.7654	Time : 23.69 s
22-08-2020 21:46:36: Epoch : 134	Loss : 0.1637	MAE : 7.6831	Val Loss : 0.1794	Val MAE : 8.7743	Time : 23.38 s
22-08-2020 21:46:59: Epoch : 135	Loss : 0.1637	MAE : 7.6837	Val Loss : 0.1793	Val MAE : 8.7760	Time : 23.40 s
22-08-2020 21:47:23: Epoch : 136	Loss : 0.1637	MAE : 7.6867	Val Loss : 0.1792	Val MAE : 8.7792	Time : 23.88 s
22-08-2020 21:47:47: Epoch : 137	Loss : 0.1637	MAE : 7.6873	Val Loss : 0.1793	Val MAE : 8.7772	Time : 23.72 s
22-08-2020 21:48:10: Epoch : 138	Loss : 0.1637	MAE : 7.6850	Val Loss : 0.1803	Val MAE : 8.7558	Time : 23.69 s
22-08-2020 21:48:34: Epoch : 139	Loss : 0.1637	MAE : 7.6818	Val Loss : 0.1800	Val MAE : 8.7606	Time : 23.00 s
22-08-2020 21:48:57: Epoch : 140	Loss : 0.1637	MAE : 7.6823	Val Loss : 0.1798	Val MAE : 8.7654	Time : 23.93 s
22-08-2020 21:49:21: Epoch : 141	Loss : 0.1637	MAE : 7.6858	Val Loss : 0.1799	Val MAE : 8.7627	Time : 23.86 s
22-08-2020 21:49:45: Epoch : 142	Loss : 0.1638	MAE : 7.6816	Val Loss : 0.1797	Val MAE : 8.7683	Time : 24.15 s
22-08-2020 21:50:09: Epoch : 143	Loss : 0.1637	MAE : 7.6839	Val Loss : 0.1797	Val MAE : 8.7663	Time : 23.50 s
22-08-2020 21:50:32: Epoch : 144	Loss : 0.1637	MAE : 7.6815	Val Loss : 0.1793	Val MAE : 8.7758	Time : 23.53 s
22-08-2020 21:50:57: Epoch : 145	Loss : 0.1637	MAE : 7.6886	Val Loss : 0.1803	Val MAE : 8.7556	Time : 24.15 s
22-08-2020 21:51:20: Epoch : 146	Loss : 0.1637	MAE : 7.6794	Val Loss : 0.1798	Val MAE : 8.7659	Time : 23.23 s
22-08-2020 21:51:44: Epoch : 147	Loss : 0.1637	MAE : 7.6842	Val Loss : 0.1798	Val MAE : 8.7654	Time : 23.67 s
22-08-2020 21:52:07: Validation loss reduced from 0.17911528795957565 to  0.17911223322153091, saving model...
22-08-2020 21:52:07: Epoch : 148	Loss : 0.1637	MAE : 7.6822	Val Loss : 0.1791	Val MAE : 8.7810	Time : 23.85 s
22-08-2020 21:52:31: Epoch : 149	Loss : 0.1636	MAE : 7.6859	Val Loss : 0.1792	Val MAE : 8.7793	Time : 23.79 s
22-08-2020 21:52:55: Epoch : 150	Loss : 0.1637	MAE : 7.6865	Val Loss : 0.1797	Val MAE : 8.7671	Time : 23.81 s
22-08-2020 21:53:18: Epoch : 151	Loss : 0.1638	MAE : 7.6828	Val Loss : 0.1795	Val MAE : 8.7709	Time : 22.97 s
22-08-2020 21:53:41: Epoch : 152	Loss : 0.1637	MAE : 7.6845	Val Loss : 0.1793	Val MAE : 8.7753	Time : 23.18 s
22-08-2020 21:54:05: Epoch : 153	Loss : 0.1636	MAE : 7.6835	Val Loss : 0.1796	Val MAE : 8.7691	Time : 23.45 s
22-08-2020 21:54:28: Epoch : 154	Loss : 0.1637	MAE : 7.6832	Val Loss : 0.1797	Val MAE : 8.7666	Time : 23.57 s
22-08-2020 21:54:52: Epoch : 155	Loss : 0.1637	MAE : 7.6822	Val Loss : 0.1795	Val MAE : 8.7724	Time : 23.56 s
22-08-2020 21:55:16: Epoch : 156	Loss : 0.1636	MAE : 7.6829	Val Loss : 0.1792	Val MAE : 8.7790	Time : 23.93 s
22-08-2020 21:55:40: Epoch : 157	Loss : 0.1636	MAE : 7.6832	Val Loss : 0.1798	Val MAE : 8.7649	Time : 23.98 s
22-08-2020 21:56:03: Epoch : 158	Loss : 0.1637	MAE : 7.6872	Val Loss : 0.1800	Val MAE : 8.7604	Time : 23.61 s
22-08-2020 21:56:27: Epoch : 159	Loss : 0.1637	MAE : 7.6838	Val Loss : 0.1799	Val MAE : 8.7631	Time : 23.63 s
22-08-2020 21:56:50: Epoch : 160	Loss : 0.1637	MAE : 7.6816	Val Loss : 0.1797	Val MAE : 8.7679	Time : 23.56 s
22-08-2020 21:57:14: Epoch : 161	Loss : 0.1636	MAE : 7.6873	Val Loss : 0.1800	Val MAE : 8.7604	Time : 23.69 s
22-08-2020 21:57:38: Epoch : 162	Loss : 0.1637	MAE : 7.6831	Val Loss : 0.1799	Val MAE : 8.7634	Time : 23.68 s
22-08-2020 21:58:01: Epoch : 163	Loss : 0.1637	MAE : 7.6822	Val Loss : 0.1793	Val MAE : 8.7760	Time : 23.32 s
22-08-2020 21:58:25: Epoch : 164	Loss : 0.1637	MAE : 7.6824	Val Loss : 0.1793	Val MAE : 8.7759	Time : 23.89 s
22-08-2020 21:58:49: Epoch : 165	Loss : 0.1637	MAE : 7.6876	Val Loss : 0.1796	Val MAE : 8.7690	Time : 23.58 s
22-08-2020 21:59:12: Epoch : 166	Loss : 0.1637	MAE : 7.6835	Val Loss : 0.1798	Val MAE : 8.7652	Time : 23.56 s
22-08-2020 21:59:36: Epoch : 167	Loss : 0.1637	MAE : 7.6853	Val Loss : 0.1797	Val MAE : 8.7683	Time : 24.02 s
22-08-2020 22:00:00: Epoch : 168	Loss : 0.1637	MAE : 7.6813	Val Loss : 0.1795	Val MAE : 8.7715	Time : 23.43 s
22-08-2020 22:00:23: Epoch : 169	Loss : 0.1637	MAE : 7.6880	Val Loss : 0.1804	Val MAE : 8.7563	Time : 23.64 s
22-08-2020 22:00:47: Epoch : 170	Loss : 0.1637	MAE : 7.6842	Val Loss : 0.1798	Val MAE : 8.7660	Time : 23.40 s
22-08-2020 22:01:10: Epoch : 171	Loss : 0.1637	MAE : 7.6839	Val Loss : 0.1800	Val MAE : 8.7608	Time : 23.81 s
22-08-2020 22:01:34: Epoch : 172	Loss : 0.1637	MAE : 7.6853	Val Loss : 0.1803	Val MAE : 8.7562	Time : 23.45 s
22-08-2020 22:01:57: Epoch : 173	Loss : 0.1636	MAE : 7.6815	Val Loss : 0.1799	Val MAE : 8.7634	Time : 23.42 s
22-08-2020 22:02:21: Epoch : 174	Loss : 0.1637	MAE : 7.6829	Val Loss : 0.1797	Val MAE : 8.7673	Time : 23.55 s
22-08-2020 22:02:45: Validation loss reduced from 0.17911223322153091 to  0.17899813503026962, saving model...
22-08-2020 22:02:45: Epoch : 175	Loss : 0.1637	MAE : 7.6838	Val Loss : 0.1790	Val MAE : 8.7841	Time : 23.71 s
