22-08-2020 16:48:59: Validation loss reduced from inf to  0.19819670915603638, saving model...
22-08-2020 16:48:59: Epoch : 01	Loss : 0.2805	MAE : 13.9501	Val Loss : 0.1982	Val MAE : 9.4078	Time : 12.53 s
22-08-2020 16:49:12: Validation loss reduced from 0.19819670915603638 to  0.1813937872648239, saving model...
22-08-2020 16:49:12: Epoch : 02	Loss : 0.2093	MAE : 9.9132	Val Loss : 0.1814	Val MAE : 8.7716	Time : 12.56 s
22-08-2020 16:49:24: Validation loss reduced from 0.1813937872648239 to  0.17995936423540115, saving model...
22-08-2020 16:49:24: Epoch : 03	Loss : 0.2001	MAE : 9.4581	Val Loss : 0.1800	Val MAE : 8.7551	Time : 12.60 s
22-08-2020 16:49:37: Epoch : 04	Loss : 0.1952	MAE : 9.2098	Val Loss : 0.1840	Val MAE : 8.8613	Time : 12.72 s
22-08-2020 16:49:50: Epoch : 05	Loss : 0.1882	MAE : 8.9142	Val Loss : 0.1824	Val MAE : 8.8241	Time : 12.96 s
22-08-2020 16:50:03: Epoch : 06	Loss : 0.1815	MAE : 8.5657	Val Loss : 0.1829	Val MAE : 8.8156	Time : 12.73 s
22-08-2020 16:50:16: Epoch : 07	Loss : 0.1767	MAE : 8.3765	Val Loss : 0.1821	Val MAE : 8.7922	Time : 13.00 s
22-08-2020 16:50:28: Epoch : 08	Loss : 0.1740	MAE : 8.2227	Val Loss : 0.1826	Val MAE : 8.7962	Time : 12.67 s
22-08-2020 16:50:41: Epoch : 09	Loss : 0.1702	MAE : 8.0427	Val Loss : 0.1801	Val MAE : 8.7570	Time : 12.71 s
22-08-2020 16:50:54: Epoch : 10	Loss : 0.1680	MAE : 7.9145	Val Loss : 0.1813	Val MAE : 8.7881	Time : 12.78 s
22-08-2020 16:51:06: Epoch : 11	Loss : 0.1668	MAE : 7.8748	Val Loss : 0.1812	Val MAE : 8.7895	Time : 12.67 s
22-08-2020 16:51:19: Epoch : 12	Loss : 0.1657	MAE : 7.8140	Val Loss : 0.1800	Val MAE : 8.7595	Time : 12.74 s
22-08-2020 16:51:32: Epoch : 13	Loss : 0.1649	MAE : 7.7765	Val Loss : 0.1812	Val MAE : 8.7711	Time : 12.82 s
22-08-2020 16:51:45: Epoch : 14	Loss : 0.1645	MAE : 7.7517	Val Loss : 0.1804	Val MAE : 8.7557	Time : 12.90 s
22-08-2020 16:51:58: Validation loss reduced from 0.17995936423540115 to  0.1788353994488716, saving model...
22-08-2020 16:51:58: Epoch : 15	Loss : 0.1640	MAE : 7.7257	Val Loss : 0.1788	Val MAE : 8.7880	Time : 13.04 s
22-08-2020 16:52:11: Epoch : 16	Loss : 0.1641	MAE : 7.7235	Val Loss : 0.1807	Val MAE : 8.7747	Time : 12.97 s
22-08-2020 16:52:24: Epoch : 17	Loss : 0.1639	MAE : 7.7099	Val Loss : 0.1806	Val MAE : 8.7613	Time : 13.05 s
22-08-2020 16:52:37: Epoch : 18	Loss : 0.1638	MAE : 7.7068	Val Loss : 0.1808	Val MAE : 8.7594	Time : 12.73 s
22-08-2020 16:52:50: Epoch : 19	Loss : 0.1638	MAE : 7.7002	Val Loss : 0.1802	Val MAE : 8.7561	Time : 12.91 s
22-08-2020 16:53:02: Epoch : 20	Loss : 0.1638	MAE : 7.6963	Val Loss : 0.1796	Val MAE : 8.7654	Time : 12.69 s
22-08-2020 16:53:15: Epoch : 21	Loss : 0.1637	MAE : 7.6884	Val Loss : 0.1798	Val MAE : 8.7542	Time : 12.82 s
22-08-2020 16:53:28: Epoch : 22	Loss : 0.1636	MAE : 7.6792	Val Loss : 0.1802	Val MAE : 8.7465	Time : 12.93 s
22-08-2020 16:53:41: Epoch : 23	Loss : 0.1636	MAE : 7.6865	Val Loss : 0.1806	Val MAE : 8.7575	Time : 12.84 s
22-08-2020 16:53:54: Epoch : 24	Loss : 0.1636	MAE : 7.6820	Val Loss : 0.1799	Val MAE : 8.7447	Time : 12.94 s
22-08-2020 16:54:07: Epoch : 25	Loss : 0.1635	MAE : 7.6711	Val Loss : 0.1797	Val MAE : 8.7455	Time : 12.87 s
22-08-2020 16:54:20: Epoch : 26	Loss : 0.1633	MAE : 7.6684	Val Loss : 0.1798	Val MAE : 8.7257	Time : 12.96 s
22-08-2020 16:54:32: Validation loss reduced from 0.1788353994488716 to  0.17803558707237244, saving model...
22-08-2020 16:54:32: Epoch : 27	Loss : 0.1632	MAE : 7.6652	Val Loss : 0.1780	Val MAE : 8.6233	Time : 12.83 s
22-08-2020 16:54:45: Epoch : 28	Loss : 0.1629	MAE : 7.6578	Val Loss : 0.1807	Val MAE : 8.7639	Time : 12.72 s
22-08-2020 16:54:58: Validation loss reduced from 0.17803558707237244 to  0.17392418533563614, saving model...
22-08-2020 16:54:58: Epoch : 29	Loss : 0.1622	MAE : 7.6187	Val Loss : 0.1739	Val MAE : 8.3496	Time : 12.89 s
22-08-2020 16:55:11: Epoch : 30	Loss : 0.1639	MAE : 7.7233	Val Loss : 0.1793	Val MAE : 8.7529	Time : 12.98 s
22-08-2020 16:55:24: Epoch : 31	Loss : 0.1636	MAE : 7.6925	Val Loss : 0.1800	Val MAE : 8.7473	Time : 13.04 s
22-08-2020 16:55:37: Epoch : 32	Loss : 0.1638	MAE : 7.6946	Val Loss : 0.1793	Val MAE : 8.7591	Time : 13.05 s
22-08-2020 16:55:50: Epoch : 33	Loss : 0.1636	MAE : 7.6819	Val Loss : 0.1796	Val MAE : 8.7521	Time : 13.06 s
22-08-2020 16:56:03: Epoch : 34	Loss : 0.1636	MAE : 7.6787	Val Loss : 0.1798	Val MAE : 8.7454	Time : 12.83 s
22-08-2020 16:56:16: Epoch : 35	Loss : 0.1635	MAE : 7.6779	Val Loss : 0.1800	Val MAE : 8.7397	Time : 12.85 s
22-08-2020 16:56:29: Epoch : 36	Loss : 0.1634	MAE : 7.6747	Val Loss : 0.1801	Val MAE : 8.7410	Time : 12.72 s
22-08-2020 16:56:41: Epoch : 37	Loss : 0.1631	MAE : 7.6588	Val Loss : 0.1801	Val MAE : 8.7543	Time : 12.76 s
22-08-2020 16:56:54: Epoch : 38	Loss : 0.1631	MAE : 7.6349	Val Loss : 0.1811	Val MAE : 8.7670	Time : 12.83 s
22-08-2020 16:57:07: Epoch : 39	Loss : 0.1629	MAE : 7.6479	Val Loss : 0.1785	Val MAE : 8.6525	Time : 12.74 s
22-08-2020 16:57:20: Validation loss reduced from 0.17392418533563614 to  0.1670377254486084, saving model...
22-08-2020 16:57:20: Epoch : 40	Loss : 0.1605	MAE : 7.5404	Val Loss : 0.1670	Val MAE : 7.8958	Time : 13.07 s
22-08-2020 16:57:33: Epoch : 41	Loss : 0.1609	MAE : 7.5809	Val Loss : 0.1807	Val MAE : 8.7834	Time : 13.27 s
22-08-2020 16:57:46: Epoch : 42	Loss : 0.1604	MAE : 7.5371	Val Loss : 0.1836	Val MAE : 8.8400	Time : 12.81 s
22-08-2020 16:57:59: Epoch : 43	Loss : 0.1612	MAE : 7.5975	Val Loss : 0.1824	Val MAE : 8.8386	Time : 12.64 s
22-08-2020 16:58:12: Epoch : 44	Loss : 0.1637	MAE : 7.6924	Val Loss : 0.1802	Val MAE : 8.7582	Time : 12.91 s
22-08-2020 16:58:24: Epoch : 45	Loss : 0.1636	MAE : 7.6811	Val Loss : 0.1801	Val MAE : 8.7597	Time : 12.86 s
22-08-2020 16:58:37: Epoch : 46	Loss : 0.1637	MAE : 7.6818	Val Loss : 0.1798	Val MAE : 8.7654	Time : 12.75 s
22-08-2020 16:58:50: Epoch : 47	Loss : 0.1637	MAE : 7.6817	Val Loss : 0.1796	Val MAE : 8.7699	Time : 12.84 s
22-08-2020 16:59:03: Epoch : 48	Loss : 0.1637	MAE : 7.6819	Val Loss : 0.1799	Val MAE : 8.7634	Time : 12.75 s
22-08-2020 16:59:16: Epoch : 49	Loss : 0.1636	MAE : 7.6806	Val Loss : 0.1795	Val MAE : 8.7721	Time : 12.85 s
22-08-2020 16:59:29: Epoch : 50	Loss : 0.1636	MAE : 7.6787	Val Loss : 0.1797	Val MAE : 8.7674	Time : 12.90 s
22-08-2020 16:59:41: Epoch : 51	Loss : 0.1637	MAE : 7.6796	Val Loss : 0.1797	Val MAE : 8.7668	Time : 12.87 s
22-08-2020 16:59:54: Epoch : 52	Loss : 0.1637	MAE : 7.6801	Val Loss : 0.1794	Val MAE : 8.7742	Time : 12.87 s
22-08-2020 17:00:07: Epoch : 53	Loss : 0.1635	MAE : 7.6810	Val Loss : 0.1796	Val MAE : 8.7705	Time : 12.79 s
22-08-2020 17:00:20: Epoch : 54	Loss : 0.1636	MAE : 7.6758	Val Loss : 0.1791	Val MAE : 8.7806	Time : 12.89 s
22-08-2020 17:00:33: Epoch : 55	Loss : 0.1635	MAE : 7.6737	Val Loss : 0.1798	Val MAE : 8.7660	Time : 12.92 s
22-08-2020 17:00:46: Epoch : 56	Loss : 0.1633	MAE : 7.6602	Val Loss : 0.1805	Val MAE : 8.7673	Time : 12.90 s
22-08-2020 17:00:59: Epoch : 57	Loss : 0.1625	MAE : 7.6330	Val Loss : 0.1819	Val MAE : 8.8330	Time : 12.97 s
22-08-2020 17:01:12: Epoch : 58	Loss : 0.1607	MAE : 7.5683	Val Loss : 0.1846	Val MAE : 8.8468	Time : 12.76 s
22-08-2020 17:01:25: Epoch : 59	Loss : 0.1623	MAE : 7.6296	Val Loss : 0.1810	Val MAE : 8.7932	Time : 12.98 s
22-08-2020 17:01:38: Epoch : 60	Loss : 0.1634	MAE : 7.6650	Val Loss : 0.1804	Val MAE : 8.7585	Time : 13.05 s
22-08-2020 17:01:50: Epoch : 61	Loss : 0.1630	MAE : 7.6404	Val Loss : 0.1807	Val MAE : 8.7922	Time : 12.90 s
